Reponse length
+----+-----------------------------+-----------+--------------------+
|    |            model            |   mean    |        std         |
+----+-----------------------------+-----------+--------------------+
| 0  |       vicuna-13b-v1.3       | 236.8625  | 179.92778021681366 |
| 1  |        baize-v2-13b         | 236.9125  | 197.14475606454766 |
| 2  |    palm-2-chat-bison-001    | 151.73125 | 168.76228554815646 |
| 3  |       nous-hermes-13b       | 144.80625 | 106.94405645447297 |
| 4  |       vicuna-7b-v1.3        | 232.66875 | 160.13657147396873 |
| 5  |      mpt-30b-instruct       |   117.2   | 122.58200316522813 |
| 6  |        wizardlm-30b         | 205.48125 |  151.799373017274  |
| 7  |         chatglm-6b          | 234.99375 | 146.4164222720167  |
| 8  |     falcon-40b-instruct     | 124.35625 | 139.21989561818202 |
| 9  |      rwkv-4-raven-14b       | 243.14375 | 248.61382822750932 |
| 10 |        mpt-30b-chat         |  206.425  | 173.3109398595484  |
| 11 |    oasst-sft-7-llama-30b    | 175.33125 | 161.61682005112434 |
| 12 |     gpt4all-13b-snoozy      |  178.925  | 163.40584253630593 |
| 13 |       vicuna-33b-v1.3       | 298.64375 | 194.11837068123538 |
| 14 |         alpaca-13b          | 73.21875  | 60.90624679322721  |
| 15 |         mpt-7b-chat         | 169.63125 | 133.1751488583268  |
| 16 |          llama-13b          |  160.275  | 258.99652386663416 |
| 17 | h2ogpt-oasst-open-llama-13b | 204.2125  | 202.11003771151496 |
| 18 |            gpt-4            | 252.9875  | 186.10380126088236 |
| 19 |          koala-13b          | 249.18125 | 222.4639822497959  |
| 20 |         guanaco-33b         |  241.775  | 170.72034698594072 |
| 21 |          claude-v1          |  225.15   | 133.7988322071609  |
| 22 |        gpt-3.5-turbo        | 201.75625 | 150.55828385026678 |
| 23 |          tulu-30b           | 157.8875  | 133.81021950415447 |
| 24 |        wizardlm-13b         | 197.7625  | 151.7606869177588  |
| 25 |   stablelm-tuned-alpha-7b   | 529.05625 | 385.7523533122481  |
| 26 |        dolly-v2-12b         | 108.65625 | 147.68535162952858 |
| 27 |      claude-instant-v1      | 210.56875 | 118.09607433542192 |
| 28 |         guanaco-65b         |  233.725  | 173.09148412039224 |
| 29 |   oasst-sft-4-pythia-12b    | 142.9625  | 161.4225002710279  |
| 30 |       fastchat-t5-3b        | 229.46875 | 188.7736052085606  |
+----+-----------------------------+-----------+--------------------+
Total comparisons: 4960. Failed to response: 0
Total comparisons: 4960. Non exact matches:  4800
Extracted 4744 answers from the responses (extraction success rate 98.83%)
2814 out of 4744 answers are consistent. (A vs. B <-> B vs. A) The consistent rate is 59.32%
(Win + Draw / 2) w. vicuna-13b-v1.3: 
+----+-----------------------------+--------------+--------+--------+------------+------------+--------+-----------+----------+--------+---------+
|    |            model            | Overall-lang |   EN   | coding | extraction | humanities |  math  | reasoning | roleplay |  stem  | writing |
| 0  |       nous-hermes-13b       |    0.2263    | 0.2263 | 0.2857 |    0.0     |    0.0     | 0.5769 |   0.25    |   0.25   | 0.2222 |   0.0   |
| 25 |          koala-13b          |    0.2134    | 0.2134 | 0.1818 |   0.2273   |    0.0     | 0.0833 |    0.4    |   0.4    |  0.25  |   0.2   |
| 16 | h2ogpt-oasst-open-llama-13b |    0.1633    | 0.1633 | 0.125  |   0.1429   |   0.1429   | 0.0714 |  0.2857   |  0.4286  | 0.125  |   0.0   |
| 28 |     gpt4all-13b-snoozy      |    0.1613    | 0.1613 |  0.0   |   0.3529   |    0.0     |  0.1   |    0.0    |   0.4    | 0.1667 | 0.3333  |
| 24 |         mpt-7b-chat         |    0.1461    | 0.1461 |  0.0   |   0.5714   |    0.0     | 0.1429 |    0.2    |   0.0    |  0.0   |  0.125  |
| 18 |      mpt-30b-instruct       |    0.1429    | 0.1429 | 0.1667 |   0.2857   |    0.0     |  0.6   |    0.0    |  0.1667  |  0.0   |   0.0   |
| 7  |   oasst-sft-4-pythia-12b    |    0.1125    | 0.1125 | 0.1471 |   0.1667   |    0.0     | 0.0625 |  0.1111   |   0.2    | 0.125  | 0.1429  |
| 5  |     falcon-40b-instruct     |    0.0808    | 0.0808 |  0.0   |    0.2     |    0.0     |  0.1   |  0.0667   |  0.1429  |  0.0   |  0.25   |
| 27 |         chatglm-6b          |    0.0727    | 0.0727 |  0.0   |   0.1429   |    0.0     | 0.0833 |    0.0    |  0.2857  |  0.0   | 0.1111  |
| 21 |      rwkv-4-raven-14b       |    0.0648    | 0.0648 | 0.1429 |    0.1     |    0.0     | 0.125  |  0.1429   |   0.0    |  0.0   |   0.0   |
| 23 |          llama-13b          |    0.053     | 0.053  |  0.0   |    0.0     |    0.0     |  0.1   |  0.1111   |   0.2    |  0.0   |   0.0   |
| 19 |        dolly-v2-12b         |    0.0444    | 0.0444 |  0.0   |   0.1667   |    0.0     |  0.1   |    0.0    |  0.125   |  0.0   |   0.0   |
| 26 |       fastchat-t5-3b        |    0.0432    | 0.0432 |  0.0   |   0.1111   |    0.0     |  0.0   |  0.1111   |  0.1111  |  0.0   |   0.0   |
| 12 |         alpaca-13b          |    0.0413    | 0.0413 |  0.0   |   0.0556   |    0.0     | 0.1667 |    0.0    |  0.1667  |  0.0   |   0.0   |
| 13 |   stablelm-tuned-alpha-7b   |    0.0362    | 0.0362 |  0.1   |    0.0     |    0.0     | 0.0714 |    0.0    |  0.125   |  0.0   |   0.0   |
+----+-----------------------------+--------------+--------+--------+------------+------------+--------+-----------+----------+--------+---------+
(Win + Both Good) w. vicuna-13b-v1.3: 
+----+-----------------------------+--------------+--------+--------+------------+------------+--------+-----------+----------+--------+---------+
|    |            model            | Overall-lang |   EN   | coding | extraction | humanities |  math  | reasoning | roleplay |  stem  | writing |
+----+-----------------------------+--------------+--------+--------+------------+------------+--------+-----------+----------+--------+---------+
| 1  |       vicuna-13b-v1.3       |     nan      |  nan   |  nan   |    nan     |    nan     |  nan   |    nan    |   nan    |  nan   |   nan   |
| 29 |            gpt-4            |    0.8958    | 0.8958 |  1.0   |   0.7143   |   0.8333   |  1.0   |  0.6667   |   1.0    |  1.0   |   1.0   |
| 10 |      claude-instant-v1      |    0.8701    | 0.8701 |  1.0   |    0.75    |    0.75    | 0.8333 |    0.8    |   1.0    | 0.8462 |   1.0   |
| 15 |       vicuna-33b-v1.3       |    0.8495    | 0.8495 | 0.8182 |   0.5455   |    1.0     | 0.8571 |    1.0    |   1.0    | 0.8571 | 0.6667  |
| 3  |          claude-v1          |    0.8276    | 0.8276 | 0.9091 |   0.7778   |    0.8     |  0.8   |  0.6154   |   0.75   | 0.9474 |   1.0   |
| 2  |        gpt-3.5-turbo        |    0.6923    | 0.6923 | 0.8889 |   0.7143   |    0.0     | 0.8333 |  0.1667   |   1.0    |  0.4   |   1.0   |
| 11 |        wizardlm-30b         |    0.6769    | 0.6769 |  0.8   |    0.8     |    0.5     |  0.75  |  0.5714   |  0.7143  | 0.625  |   0.5   |
| 20 |         guanaco-65b         |    0.6232    | 0.6232 |  0.75  |    1.0     |    0.4     |  0.5   |    0.5    |  0.6667  |  0.6   |   1.0   |
| 30 |        mpt-30b-chat         |    0.5455    | 0.5455 |  1.0   |    0.5     |    0.25    | 0.6667 |  0.4286   |   0.6    | 0.3333 | 0.4286  |
| 6  |         guanaco-33b         |    0.4694    | 0.4694 | 0.3333 |   0.6667   |    0.25    |  0.5   |   0.25    |   0.5    | 0.7143 |   1.0   |
| 22 |        wizardlm-13b         |    0.4359    | 0.4359 | 0.4286 |   0.3333   |    0.0     | 0.2857 |   0.75    |  0.6667  | 0.3333 |  0.75   |
| 14 |       vicuna-7b-v1.3        |    0.3944    | 0.3944 | 0.1538 |   0.5714   |    0.0     |  1.0   |    0.2    |   0.5    |  0.5   |   1.0   |
| 8  |    oasst-sft-7-llama-30b    |    0.3804    | 0.3804 |  0.0   |   0.5714   |    0.0     |  0.5   |  0.3333   |  0.8889  |  0.2   | 0.5556  |
| 17 |        baize-v2-13b         |    0.3467    | 0.3467 | 0.3333 |   0.5714   |   0.125    |  0.0   |    0.5    |   1.0    | 0.2222 | 0.3333  |
| 4  |          tulu-30b           |    0.3176    | 0.3176 |  0.0   |    0.4     |    0.0     | 0.5556 |    0.4    |  0.3333  | 0.2727 |   0.4   |
| 9  |    palm-2-chat-bison-001    |    0.2697    | 0.2697 | 0.1818 |   0.7143   |    0.0     | 0.6667 |   0.125   |  0.2857  |  0.0   |   0.5   |
| 0  |       nous-hermes-13b       |    0.2421    | 0.2421 | 0.2857 |    0.0     |    0.0     | 0.6923 |   0.25    |   0.25   | 0.2222 |   0.0   |
| 25 |          koala-13b          |    0.2317    | 0.2317 | 0.1818 |   0.2727   |    0.0     | 0.1667 |    0.4    |   0.4    |  0.25  |   0.2   |
| 16 | h2ogpt-oasst-open-llama-13b |    0.1735    | 0.1735 | 0.125  |   0.1429   |   0.1429   | 0.1429 |  0.2857   |  0.4286  | 0.125  |   0.0   |
| 28 |     gpt4all-13b-snoozy      |    0.172     | 0.172  |  0.0   |   0.3529   |    0.0     |  0.2   |    0.0    |   0.4    | 0.1667 | 0.3333  |
| 24 |         mpt-7b-chat         |    0.1685    | 0.1685 |  0.0   |   0.5714   |    0.0     | 0.2857 |    0.2    |   0.0    |  0.0   |  0.125  |
| 18 |      mpt-30b-instruct       |    0.1429    | 0.1429 | 0.1667 |   0.2857   |    0.0     |  0.6   |    0.0    |  0.1667  |  0.0   |   0.0   |
| 7  |   oasst-sft-4-pythia-12b    |    0.125     | 0.125  | 0.1765 |   0.1667   |    0.0     | 0.125  |  0.1111   |   0.2    | 0.125  | 0.1429  |
| 5  |     falcon-40b-instruct     |    0.0909    | 0.0909 |  0.0   |    0.2     |    0.0     |  0.2   |  0.0667   |  0.1429  |  0.0   |  0.25   |
| 27 |         chatglm-6b          |    0.0818    | 0.0818 |  0.0   |   0.1429   |    0.0     | 0.1667 |    0.0    |  0.2857  |  0.0   | 0.1111  |
| 21 |      rwkv-4-raven-14b       |    0.0741    | 0.0741 | 0.1429 |    0.1     |    0.0     |  0.25  |  0.1429   |   0.0    |  0.0   |   0.0   |
| 12 |         alpaca-13b          |    0.0661    | 0.0661 |  0.0   |   0.1111   |    0.0     | 0.3333 |    0.0    |  0.1667  |  0.0   |   0.0   |
| 23 |          llama-13b          |    0.0606    | 0.0606 |  0.0   |    0.0     |    0.0     |  0.2   |  0.1111   |   0.2    |  0.0   |   0.0   |
| 19 |        dolly-v2-12b         |    0.0519    | 0.0519 |  0.0   |   0.1667   |    0.0     |  0.2   |    0.0    |  0.125   |  0.0   |   0.0   |
| 13 |   stablelm-tuned-alpha-7b   |    0.0435    | 0.0435 |  0.1   |    0.0     |    0.0     | 0.1429 |    0.0    |  0.125   |  0.0   |   0.0   |
| 26 |       fastchat-t5-3b        |    0.0432    | 0.0432 |  0.0   |   0.1111   |    0.0     |  0.0   |  0.1111   |  0.1111  |  0.0   |   0.0   |
+----+-----------------------------+--------------+--------+--------+------------+------------+--------+-----------+----------+--------+---------+
